designation,winery,variety,region_1,province,country,price,points,latitud,longitud,elevation
Il Pareto,Tenuta di Nozzole,Cabernet Sauvignon,Toscana,Tuscany,Italy,79.0,94,43.6320746,11.3012679,257.3803405761719
Premier Cru,Domaine Laleure-Piot,Chardonnay,Pernand-Vergelesses,Burgundy,France,71.0,90,47.0793871,4.8509476,292.680908203125
Road to Zanzibar,GEN 7,Red Blend,California,California,US,34.0,81,38.2472466,-122.2738538,5.340423583984375
Highlands Estates Los Robles,Kendall-Jackson,Pinot Noir,Santa Barbara County,California,US,30.0,91,34.7444264,-120.2782114,174.2069702148438
Furstentum Grand Cru,Joseph Fritsch,Gewürztraminer,Alsace,Alsace,France,27.0,92,48.1371542,7.2770457,232.6926574707031
Clos Saint-Jacques Premier Cru,Louis Jadot,Pinot Noir,Gevrey-Chambertin,Burgundy,France,208.0,95,47.2383375,4.986789799999999,257.3711547851562
Premier Cru,Morey-Blanc,Chardonnay,Saint-Aubin,Burgundy,France,48.0,91,46.9774511,4.7671431,238.4989776611328
Les Perrières Premier Cru,Pierre Morey,Chardonnay,Meursault,Burgundy,France,110.0,94,46.9774511,4.7671431,238.4989776611328
Saint-Géréon sur lie,Domaine Guindon,Melon,Muscadet Coteaux de la Loire,Loire Valley,France,12.0,86,48.014277,3.088529,174.8131713867188
Diamond Ridge Series,Ledson,Petite Sirah,Lake County,California,US,34.0,88,38.441556,-122.586264,153.9889984130859
Tres Appellations,Esterlina,Chardonnay,Anderson Valley-Sonoma County-Cole Ranch,California,US,18.0,87,39.0865657,-123.4794542,58.43482208251953
J Brut Rosé,J Vineyards & Winery,Sparkling Blend,Russian River Valley,California,US,30.0,89,38.5729081,-122.8423709,30.18697357177734
Zane,Carlo Boscaini,"Corvina, Rondinella, Molinara",Valpolicella Classico Superiore Ripasso,Veneto,Italy,22.0,88,45.5324678,10.8420548,239.3330230712891
Teunis Red,Upland Estates,Bordeaux-style Red Blend,Snipes Mountain,Washington,US,45.0,87,47.769376,-122.150219,52.47269821166992
Chardonnay-Torrontés,Alto Agrelo,White Blend,Mendoza,Mendoza Province,Argentina,21.0,82,-33.1194013,-68.8868944,971.1886596679688
Crianza,Loriñon,Tempranillo Blend,Rioja,Northern Spain,Spain,13.0,85,42.2870733,-2.539603,976.5285034179688
Montepulciano-Sangiovese,Quivira,Red Blend,Dry Creek Valley,California,US,38.0,90,38.6561829,-122.9380601,47.8925666809082
Hyde Vineyard,Ramey,Chardonnay,Carneros,California,US,55.0,85,36.778261,-119.4179324,145.0071258544922
Contadero Joven,Bodegas Campiña,Tinta de Toro,Toro,Northern Spain,Spain,15.0,86,41.4561,-5.4531525,700.3085327148438
Alegria Vineyards,Acorn,Cabernet Franc,Russian River Valley,California,US,28.0,88,38.583993,-122.842383,35.90374755859375
Brut Perlé,Ferrari,Chardonnay,Trento,Northeastern Italy,Italy,32.0,91,46.1232116,11.2350317,946.1590576171875
DuBrul Vineyard,Owen Roe,Cabernet Sauvignon,Yakima Valley,Washington,US,72.0,90,46.5191572,-120.4461433,338.3812255859375
Old Vine,Kirkland Signature,Zinfandel,Sonoma County,California,US,10.0,90,38.5779555,-122.9888319,475.5438842773438
I Roccoli,Vigneti Villabella,"Corvina, Rondinella, Molinara",Valpolicella Classico,Veneto,Italy,18.0,83,45.5119428,10.7614249,140.1399841308594
Oak Free,Round Hill,Chardonnay,California,California,US,12.0,86,37.8556385,-122.0083318,109.1664810180664
Ice Wine,Glenora,Cabernet Franc,Finger Lakes,New York,US,40.0,87,42.496436,-76.919974,230.6024169921875
Drouthy Neebors,MacLaren,Syrah,Sonoma County,California,US,35.0,91,38.4278115,-122.555768,140.0834808349609
Poinsett Hayley Vineyard,Calicaro,Pinot Noir,Anderson Valley,California,US,45.0,91,39.0865657,-123.4794542,58.43482208251953
Trenton Estate Vineyard,Joseph Swan Vineyards,Syrah,Russian River Valley,California,US,36.0,92,38.483276,-122.8493168,33.88189697265625
Don David Reserve,Michel Torino,Malbec,Cafayate,Other,Argentina,16.0,88,-26.0653631,-65.977809,1632.083862304688
Corpus del Muni Roble,Bodegas del Muni,Tempranillo Blend,Vino de la Tierra de Castilla,Central Spain,Spain,20.0,86,,,
Genesis,Hogue,Meritage,Columbia Valley (WA),Washington,US,16.0,87,46.2155245,-119.7437646,206.8943176269531
Catherine's Vineyard,Bonneau,Chardonnay,Los Carneros,California,US,28.0,86,38.2306966,-122.4767339,36.22938537597656
Cosecha Nocturna,Domiciano de Barrancas,Malbec,Mendoza,Mendoza Province,Argentina,17.0,89,-33.0957183,-68.700324,734.0131225585938
Riserva,Castellani,Sangiovese,Chianti,Tuscany,Italy,12.0,83,43.7710513,11.2486208,45.39505386352539
Sangiacomo Vineyard,Barnett,Chardonnay,Carneros,California,US,35.0,92,36.778261,-119.4179324,145.0071258544922
Chairman's Blend,Cruz Alta,Red Blend,Mendoza,Mendoza Province,Argentina,17.0,87,-32.8894587,-68.8458386,768.7654418945312
Rennie Vineyard,Yorkville Cellars,Malbec,Yorkville Highlands,California,US,28.0,85,38.906269,-123.231222,330.5708923339844
Château Bouscassé Vieilles Vignes,Alain Brumont,Tannat,Madiran,Southwest France,France,50.0,95,43.5684425,-0.0252878,173.0366821289062
Bench Vineyards,Pedroncelli,Merlot,Dry Creek Valley,California,US,14.0,84,38.7050041,-122.9369553,90.99755096435547
La Sereinité,Lynmar,Chardonnay,Russian River Valley,California,US,70.0,91,38.4421027,-122.8445728,24.71083068847656
Élu,St. Supéry,Red Blend,Napa Valley,California,US,75.0,91,38.4552623,-122.4143177,46.93144989013672
Sonoma Heritage Vines,Rancho Zabaco,Zinfandel,Sonoma County,California,US,18.0,83,38.5779555,-122.9888319,475.5438842773438
Cuvée Lago,St. Francis,Red Blend,Russian River Valley,California,US,40.0,84,38.436705,-122.576548,157.5380096435547
Coastal Series,Arrow Creek,Pinot Noir,California,California,US,18.0,82,36.8941392,-118.4925557,3063.454345703125
Ensemble Blanc,Morse,Viognier-Roussanne,Sierra Foothills,California,US,18.0,84,36.778261,-119.4179324,145.0071258544922
Viñedo N° 5 Rosé,Señorío de Sarria,Garnacha,Navarra,Northern Spain,Spain,14.0,88,42.7025168,-1.8297,406.1049499511719
The Benbournie,Jim Barry,Cabernet Sauvignon,Clare Valley,South Australia,Australia,100.0,91,-33.8186546,138.5969174,413.7059936523438
Johannisberg,Latah Creek,Riesling,Washington,Washington,US,7.0,90,47.6497037,-117.4470999,526.6981811523438
Artisan Blend,Foundry Vineyards,Red Blend,Walla Walla Valley (WA),Washington,US,36.0,87,46.0631528,-118.3564695,273.9284973144531
Domaine Lois Louise Twisty Ridge,Clos de la Tech,Pinot Noir,Santa Cruz Mountains,California,US,82.0,93,37.4584411,-122.2782391,236.1351318359375
Oughterson Family Estates,Highland Cellars,Riesling,Seneca Lake,New York,US,13.0,87,,,
Coro Mendocino,Brutocao,Red Blend,Mendocino,California,US,40.0,85,38.971171,-123.1169222,151.1065979003906
Timber Crest Vineyards Winemaker's Reserve,Kokomo,Zinfandel,Dry Creek Valley,California,US,32.0,87,38.673273,-122.934075,64.53324127197266
Brut Rosé,Charles Heidsieck,Champagne Blend,Champagne,Champagne,France,80.0,90,,,
Vintage Selection,Pedroncelli,Chardonnay,Dry Creek Valley,California,US,12.0,84,38.7050041,-122.9369553,90.99755096435547
Big House Pink,Ca' del Solo,Rosé,California,California,US,10.0,90,34.1439627,-118.3611418,172.0537567138672
Camille,Nicholas Cole,Bordeaux-style Red Blend,Columbia Valley (WA),Washington,US,50.0,91,47.7510741,-120.7401385,614.4942016601562
Lot 324,Cameron Hughes,Chardonnay,Atlas Peak,California,US,14.0,84,37.726975,-122.194934,3.946042060852051
Tipico Grenache-Monastrell-Shiraz,Cascabel,Rhône-style Red Blend,McLaren Vale,South Australia,Australia,23.0,90,-35.3062831,138.4944611,65.84273529052734
Antica Casa,Ricossa,Moscato,Moscato d'Asti,Piedmont,Italy,15.0,86,45.0522366,7.5153885,328.4933776855469
Viñedo No. 5 Rosé,Señorío de Sarria,Garnacha,Navarra,Northern Spain,Spain,14.0,86,42.7025168,-1.8297,406.1049499511719
Brut,Alfred Gratien,Champagne Blend,Champagne,Champagne,France,95.0,93,,,
Le Dragon,Josmeyer,Riesling,Alsace,Alsace,France,38.0,88,48.0740772,7.2855265,235.8430786132812
Clisos,Federico Paternina,Tempranillo,Rioja,Northern Spain,Spain,10.0,83,42.4720873,-2.4471426,374.7056884765625
Imperial Gran Reserva,CVNE,Tempranillo,Rioja,Northern Spain,Spain,60.0,84,42.2870733,-2.539603,976.5285034179688
Estate Bottled Ice Wine,Kiona,Chenin Blanc,Red Mountain,Washington,US,25.0,93,46.2768423,-119.4528634,208.1287384033203
Clos Montalbanie,Château de Tiregand,Bordeaux-style Red Blend,Pécharmant,Southwest France,France,16.0,88,44.8561522,0.5505386999999999,67.85741424560547
Le Rive di Ogliano Millesimato Extra Dry,Masottina,Glera,Conegliano Valdobbiadene Prosecco Superiore,Veneto,Italy,29.0,88,45.8936781,12.3177126,59.24893569946289
Desiderio,Avignonesi,Red Blend,Cortona,Tuscany,Italy,50.0,95,43.1735657,11.9332981,330.718505859375
Saia,Feudo Maccari,Nero d'Avola,Sicilia,Sicily & Sardinia,Italy,36.0,89,36.7686156,15.0752471,6.729763031005859
Carl's,Wilson,Zinfandel,Dry Creek Valley,California,US,34.0,81,38.6392714,-122.9008924,45.8143310546875
Clos des Pierres Reserve,Peter McCoy,Chardonnay,Knights Valley,California,US,45.0,85,38.6351857,-122.6941543,127.3081665039062
Stagecoach Vineyard,Rock Wall,Zinfandel,Napa Valley,California,US,40.0,84,38.3064611,-122.2875333,6.433322906494141
Oak Cask,Trapiche,Malbec,Mendoza,Mendoza Province,Argentina,12.0,85,-32.9743318,-68.745569,764.6878662109375
Les Millandes Premier Cru,Sérafin Père et Fils,Pinot Noir,Morey-Saint-Denis,Burgundy,France,280.0,92,47.195673,4.962496,266.3677978515625
D'Aria,Leopoldo I di Toscana,Red Blend,Toscana,Tuscany,Italy,22.0,89,43.2641713,10.5692876,21.8831844329834
Mantus,Máté,Merlot,Toscana,Tuscany,Italy,42.0,88,43.008751,11.451773,333.872802734375
AnotherThought,Stevens,Sauvignon Blanc,Yakima Valley,Washington,US,19.0,91,46.6073502,-120.50473,325.84326171875
Borgonero,Borgo Scopeto,Red Blend,Toscana,Tuscany,Italy,24.0,94,43.4262111,11.9061046,310.872802734375
Incredible Red Bin 119,Peachy Canyon,Zinfandel,California,California,US,12.0,86,35.579845,-120.718887,264.3106994628906
Brilliant Disguise,Two Hands,Moscato,Barossa Valley,South Australia,Australia,22.0,86,-34.5333333,138.95,244.4529113769531
Classic White,Wise,Semillon-Sauvignon Blanc,Western Australia,Western Australia,Australia,16.0,86,-31.78913,115.8291161,72.88478088378906
Rosso,Grattamacco,Red Blend,Bolgheri,Tuscany,Italy,38.0,89,43.18685809999999,10.6279492,113.5368194580078
Winegrower Selection Golden Vineyard,Lolonis,Petite Sirah,Redwood Valley,California,US,28.0,84,39.261299,-123.189784,258.0141296386719
Philippine,Ici/La-Bas,Chardonnay,Mendocino County,California,US,35.0,89,34.0522342,-118.2436849,86.84709167480469
Rosehall Vineyard,Rosehall Run,Chardonnay,Prince Edward County,Ontario,Canada,30.0,86,43.951535,-77.4486324,85.8852767944336
Heron Hill Estate Dry,Heron Hill,Riesling,Finger Lakes,New York,US,20.0,86,42.4498966,-77.201624,398.0736083984375
Sondraia,Poggio al Tesoro,Red Blend,Bolgheri Superiore,Tuscany,Italy,50.0,94,43.2336764,10.6170139,96.8791732788086
Quercia Antica Superiore,Velenosi,Lacrima,Lacrima di Morro d'Alba,Central Italy,Italy,14.0,88,43.615455,13.233783,160.7130737304688
Maipu Vineyards,Pascual Toso,Merlot,Mendoza,Mendoza Province,Argentina,12.0,83,-32.891079,-68.8234473,744
Canis Major Unti Vineyard,Mutt Lynch,Syrah,Dry Creek Valley,California,US,25.0,84,38.5479799,-122.8165888,37.92775726318359
Redhead Vineyard,Fife,Zinfandel,Redwood Valley,California,US,24.0,91,39.2652491,-123.2041429,222.0526275634766
Crémant Sierra Madre Vineyard,Goat Bubbles,Pinot Blanc,Santa Maria Valley,California,US,40.0,92,36.778261,-119.4179324,145.0071258544922
Les Folatières Premier Cru,Olivier Leflaive,Chardonnay,Puligny-Montrachet,Burgundy,France,130.0,94,46.946394,4.753922999999999,231.4272918701172
I Sodi del Paretaio,Badia di Morrona,Sangiovese,Chianti,Tuscany,Italy,11.0,83,43.5379237,10.6517966,150.5028686523438
Brosseau Vineyard,Testarossa,Pinot Noir,Chalone,California,US,54.0,88,37.21347799999999,-121.981544,204.8062286376953
Vigna Cicogna,Benito Ferrara,Greco,Greco di Tufo,Southern Italy,Italy,26.0,92,41.019526,14.822301,413.6022644042969
Keyneton Estate Euphonium,Henschke,Red Blend,Barossa,South Australia,Australia,45.0,90,-34.520867,139.149159,398.097900390625
Pinot Noir,Elkhorn Peak,Rosé,Napa Valley,California,US,20.0,82,38.228201,-122.2194213,144.5454559326172
Corbaia,Castello di Bossi,Red Blend,Toscana,Tuscany,Italy,65.0,92,43.3714682,11.4498566,327.2287292480469
Lacrime Dell' Angeli,Nordby,Cabernet Sauvignon,Red Hills Lake County,California,US,24.0,87,37.856749,-122.014638,103.0686569213867
Presents Rosso,Francis Ford Coppola,Red Blend,Lodi,California,US,11.0,82,38.6796559,-122.8880721,91.7547378540039
Rosé of Pinot Noir,Patton Valley,Rosé,Willamette Valley,Oregon,US,16.0,86,45.449864,-123.1608028,152.3989715576172
Le Château Kastelberg Grand Cru,Marc Kreydenweiss,Riesling,Alsace,Alsace,France,69.0,87,48.3883515,7.415519799999999,233.6795196533203
Lindsay's Vineyard,Two Sisters,Pinot Noir,Sta. Rita Hills,California,US,75.0,88,34.66595650000001,-120.1152408,249.7242889404297
Elk Vineyard,Irish,Petite Sirah,Lodi,California,US,45.0,81,38.1350295,-121.2734108,16.47552490234375
Cellole Gran Selezione,San Fabiano Calcinaia,Red Blend,Chianti Classico,Tuscany,Italy,30.0,87,43.4448543,11.2160817,221.5092620849609
Estate Reserve,Del Rio,Pinot Gris,Rogue Valley,Oregon,US,26.0,83,42.4331703,-123.0917053,322.8738098144531
Domaine Guenault,Bougrier,Sauvignon Blanc,Touraine,Loire Valley,France,15.0,85,47.3020954,0.6921741,84.4952163696289
Forchini Vineyards Old Vine,Wine Guerrilla,Zinfandel,Dry Creek Valley,California,US,30.0,84,38.47373959999999,-122.893104,51.15431594848633
Les Belles Vignes,Fournier Père et Fils,Sauvignon Blanc,Sancerre,Loire Valley,France,27.0,89,47.3319601,2.8398651,297.5975036621094
Mourvedre,Cline,Rosé,Contra Costa County,California,US,16.0,85,38.2141294,-122.458146,14.37962245941162
Guadalupe Vineyard,Soléna,Pinot Noir,Yamhill-Carlton District,Oregon,US,40.0,92,45.33953409999999,-123.1275546,92.16605377197266
Reserve,Dr. Konstantin Frank,Gewürztraminer,Finger Lakes,New York,US,25.0,88,42.473507,-77.1840331,355.4702453613281
Twelve Clones,Morgan,Pinot Noir,Santa Lucia Highlands,California,US,30.0,86,36.4307709,-121.4203754,108.8557815551758
Colpetroso,Massi di Mandorlaia,Red Blend,Maremma,Tuscany,Italy,49.0,90,42.684643,11.274204,253.7501831054688
Best Barrel,Municipal Winemakers,Cabernet Sauvignon,Happy Canyon of Santa Barbara,California,US,40.0,86,34.4138889,-119.6886111,3.239972114562988
Vergel Joven,La Bodega de Pinoso,Red Blend,Alicante,Levante,Spain,14.0,84,38.393742,-1.04277,575.531494140625
Frizzante Gentile,Ruggeri & C.,Prosecco,Prosecco di Conegliano e Valdobbiadene,Veneto,Italy,16.0,84,45.880251,12.0050855,189.9987335205078
Amalthée,Château Gassier,Rosé,Côtes de Provence,Provence,France,12.0,88,43.501204,5.655491,305.3208923339844
Roble,Convento Oreja,Tempranillo,Ribera del Duero,Northern Spain,Spain,23.0,84,41.5817495,-4.0811246,771.210205078125
Marina Cvetic,Masciarelli,Montepulciano,Montepulciano d'Abruzzo,Central Italy,Italy,30.0,90,42.1920119,13.7289167,1126.2236328125
Vigneti del Fait Extra Dry,Scandolera,Glera,Conegliano Valdobbiadene Prosecco Superiore,Veneto,Italy,20.0,87,45.4414662,12.3152595,4.268747806549072
R,Rappahannock Cellars,Meritage,Virginia,Virginia,US,48.0,82,38.834211,-78.11401599999999,239.3150634765625
Kick Ranch Argonaut,Overland,Rhône-style Red Blend,Sonoma County,California,US,36.0,91,38.440429,-122.7140548,50.04737091064453
Chacayes,François Lurton,Red Blend,Mendoza,Mendoza Province,Argentina,70.0,92,-33.6090951,-69.20386979999999,1029.182861328125
Princesse de Cleves,Clos d'Yvigne,Bordeaux-style White Blend,Bergerac Sec,Southwest France,France,17.0,87,44.853806,0.483392,38.61427688598633
Fiddlestix Vineyard,Pali,Pinot Noir,Sta. Rita Hills,California,US,48.0,87,34.66595650000001,-120.1152408,249.7242889404297
Estate,Rodney Strong,Chardonnay,Chalk Hill,California,US,20.0,84,38.5732861,-122.8439611,29.31305885314941
Réserve Brut,Philipponnat,Champagne Blend,Champagne,Champagne,France,63.0,93,,,
San Benedetto,Zenato,Turbiana,Lugana,Lombardy,Italy,13.0,88,45.4462202,10.6679844,86.78227996826172
Menfri,Mirabile,Red Blend,Sicilia,Sicily & Sardinia,Italy,43.0,84,37.5999938,14.0153557,622.5406494140625
Church Creek Vintner's Blend,Chatham,Bordeaux-style Red Blend,Virginia's Eastern Shore,Virginia,US,19.0,84,37.45226590000001,-75.92942649999999,4.993408679962158
Ingle Vineyard,Heron Hill,Cabernet Franc,Finger Lakes,New York,US,15.0,88,42.4498966,-77.201624,398.0736083984375
Estate,Balletto,Syrah,Russian River Valley,California,US,24.0,86,38.42292399999999,-122.814177,28.74740982055664
Nysa Vineyard,Torii Mor,Pinot Noir,Dundee Hills,Oregon,US,55.0,91,45.288894,-123.046728,233.9060821533203
Rominger Vineyard,Rosenblum,Syrah,Yolo County,California,US,25.0,87,37.79534719999999,-122.2793556,3.529644727706909
Coastal Series,Arrow Creek,Meritage,California,California,US,18.0,84,36.8941392,-118.4925557,3063.454345703125
Royal Red,Eagle Castle,Red Blend,Paso Robles,California,US,20.0,84,35.5760832,-120.7327498,296.0622253417969
La Barbarine,Mathilde et Yves Gangloff,Syrah,Côte Rôtie,Rhône Valley,France,79.0,89,45.4656388,4.764352199999999,163.9077301025391
Scurati,Ceuso,Nero d'Avola,Sicilia,Sicily & Sardinia,Italy,19.0,91,37.5999938,14.0153557,622.5406494140625
Campo Santa Lena,Villa Monteleone,"Corvina, Rondinella, Molinara",Valpolicella Classico,Veneto,Italy,11.0,84,45.523601,10.863066,158.3020782470703
Bianco,Mario Schiopetto,White Blend,Venezia Giulia,Northeastern Italy,Italy,40.0,87,45.95167559999999,13.5071621,64.99317169189453
Garey Ranch,Nagy 2,Pinot Noir,Santa Maria Valley,California,US,30.0,86,34.9530337,-120.4357191,65.5317153930664
Premier Cru Brut,Aubry,Champagne Blend,Champagne,Champagne,France,42.0,87,49.2151612,3.9290894,129.2532348632812
Heritage Reserve,Schug,Cabernet Sauvignon,Sonoma Valley,California,US,50.0,91,38.2925784,-122.4562586,27.47096633911133
Villa Andriana Vineyard,Summers,Charbono,Napa Valley,California,US,28.0,89,37.7952944,-122.2790794,3.61706018447876
Sous le Dos d'Ane Premier Cru,Domaine Leflaive,Chardonnay,Meursault,Burgundy,France,155.0,93,46.97822499999999,4.768746,249.2033843994141
Eclipse,Heron Hill,Bordeaux-style Red Blend,New York,New York,US,17.0,87,42.4498966,-77.201624,398.0736083984375
La Entrada,Baileyana,Pinot Noir,Edna Valley,California,US,33.0,91,35.227335,-120.599702,107.036735534668
Tempranillo,Condado de Oriza,Tempranillo,Ribera del Duero,Northern Spain,Spain,11.0,83,41.7678805,-3.6942292,856.1077270507812
Bricco Rocche Brunate,Ceretto,Nebbiolo,Barolo,Piedmont,Italy,80.0,93,44.6722487,7.996287499999999,251.8804321289062
Cuvée Terre Blanche,Château Tourans,Bordeaux-style Red Blend,Saint-Émilion,Bordeaux,France,48.0,88,44.8598265,-0.1740104,6.940463542938232
Reserve,Pollak,Cabernet Franc,Monticello,Virginia,US,45.0,86,38.0086043,-78.4531994,247.9473114013672
Hallberg Vineyard Dijon Clones,Gary Farrell,Pinot Noir,Russian River Valley,California,US,60.0,93,38.5073594,-122.8973961,109.9357376098633
Made with Organic Grapes,Yalumba,Viognier,South Australia,South Australia,Australia,16.0,90,-34.5131355,139.0565116,380.3839721679688
Pajoré,Sottimano,Nebbiolo,Barbaresco,Piedmont,Italy,55.0,91,44.7125547,8.0911476,307.6857299804688
Monument Tree,Couloir,Pinot Noir,Anderson Valley,California,US,48.0,93,39.0865657,-123.4794542,58.43482208251953
Monvigliero,Fratelli Alessandria,Nebbiolo,Barolo,Piedmont,Italy,75.0,91,44.6690936,7.933866999999999,368.1297302246094
Spofford Station Estate,JLC,Cabernet Sauvignon,Walla Walla Valley (WA),Washington,US,36.0,90,46.0891048,-118.2783281,365.9270935058594
Pisoni Vineyard,Arcadian,Pinot Noir,Monterey,California,US,75.0,87,34.1397292,-118.0353449,146.0351257324219
Ciel du Cheval Vineyard,:Nota Bene,Bordeaux-style Red Blend,Red Mountain,Washington,US,27.0,91,47.51949200000001,-122.31262,6.029534339904785
I Cedri,Renato Ratti,Sauvignon Blanc,Monferrato,Piedmont,Italy,15.0,85,44.63605039999999,7.954834099999999,262.9371032714844
